Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
 National,May 2020,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2020,5/31/2020,U.S.,1400,Value,1909108,0.081044218,-0.196303371,0.985273108,-0.3%,-0.1%,421351,-3.5%,-34.9%,1289500,-0.6%,-22.2%,38,3,1,173,0.040942556,0.051702138,332847,0.051171049,0.046699128,158,-0.015730479,-0.001699771,$299K,-1.6%,0.3%,3.060393626,0.090395423,0.499670722,631716,34.9%,-24.4%,1,0.431871369,0.066322161,0.005672441,,487738,34.0%,-14.8%,30,0.123224050,0.015045208,-0.032191452,-1,11,0.255942879,-0.025856916,-0.002311426
 National,July 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2012,7/31/2012,U.S.,1400,Value,2632258,-0.017192635,-0.133229982,0.970834473,0.0%,1.1%,451243,-7.5%,14.3%,2109202,-1.7%,-17.1%,68,0,-15,106,-0.017699397,0.020903688,193727,-0.029145592,0.032624303,104,-0.005213665,0.054465176,$192K,-1.2%,7.2%,4.674203264,0.276994279,-1.771240294,540501,-6.2%,3.4%,1,0.278464664,-0.013467902,0.056550423,,311357,-3.6%,23.3%,30,0.061324878,0.001051288,-0.015544746,-1,11,0.204931139,0.003596828,0.041828299
 National,March 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,3/1/2013,3/31/2013,U.S.,1400,Value,2274132,0.059383229,-0.136467547,0.973635762,0.3%,1.2%,419901,30.4%,6.6%,1758071,2.5%,-17.1%,71,-8,-22,116,0.023655144,0.078276345,217046,0.032722174,0.088120032,105,0.050563959,0.109481500,$193K,6.6%,13.2%,4.186863199,-1.138126999,-1.193821462,605960,20.0%,-2.9%,1,0.395121378,0.000188041,0.062118137,,329023,31.1%,15.2%,30,0.047958013,0.002280105,-0.011938948,-1,11,0.223695803,0.008030583,0.041037539
 National,May 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2013,5/31/2013,U.S.,1400,Value,2502379,0.041473759,-0.073868430,0.979483762,0.2%,1.1%,534797,16.3%,15.2%,1911782,3.7%,-11.6%,54,-6,-17,120,0.008584791,0.105249474,228212,0.008537817,0.134420845,112,0.032162489,0.100968676,$209K,4.9%,12.3%,3.574778211,-0.431564232,-1.084686299,703680,2.3%,15.4%,1,0.362119112,-0.020868649,0.055583543,,417175,7.3%,24.0%,30,0.054818991,0.002712678,-0.004409802,-1,11,0.245391633,0.007378045,0.046258151
 National,July 2014,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2014,7/31/2014,U.S.,1400,Value,2673081,0.019318690,0.043066254,0.976975477,-0.1%,-0.3%,534616,-1.5%,-2.5%,2114760,3.6%,6.6%,46,-2,-6,125,-0.004936782,0.050166185,234370,-0.014393533,0.056051066,122,0.004858068,0.051399164,$229K,-0.2%,4.0%,3.955655933,0.196449021,0.339170694,672329,-3.8%,3.7%,1,0.310303522,-0.022271788,0.001041205,,390626,-6.4%,-1.8%,30,0.095466307,-0.001031947,0.030566672,-1,11,0.207123681,-0.007164818,-0.036640838
 National,March 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,3/1/2015,3/31/2015,U.S.,1400,Value,2418822,0.081765166,0.027599203,0.974816734,0.4%,0.2%,459391,36.6%,17.0%,1811084,3.4%,-0.5%,67,-9,-4,132,0.009917794,0.055368051,252256,0.021760709,0.063813931,121,0.038085337,0.060197960,$225K,4.8%,7.4%,3.942358302,-1.266574898,-0.695892117,703648,34.0%,9.7%,1,0.410145041,0.012415185,0.021860192,,395423,41.2%,18.9%,30,0.099065084,0.014444538,0.030941969,-1,11,0.199994901,0.019735156,0.000679769
 National,October 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2015,10/31/2015,U.S.,1400,Value,2536770,-0.025188062,-0.028145968,0.974943355,-0.2%,0.4%,496814,-5.5%,3.4%,1930467,-3.6%,-4.9%,54,3,-7,132,-0.011675241,0.055438210,244832,-0.016892394,0.067300806,127,0.000511971,0.058298890,$233K,-0.4%,6.2%,3.885688251,0.076472119,-0.340910336,567356,-5.9%,1.9%,1,0.298791193,-0.007614731,0.029960323,,383619,-3.2%,12.2%,30,0.144679549,0.002164863,0.026390169,-1,11,0.197507877,-0.008086295,0.019144317
 National,July 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,7/1/2016,7/31/2016,U.S.,1400,Value,2522297,-0.013184081,-0.077067325,0.983718045,-0.1%,0.3%,584704,-11.6%,-6.4%,1890218,1.0%,-8.4%,41,1,-4,140,-0.002491767,0.071363017,263730,-0.017127150,0.067227002,136,-0.001737548,0.058347000,$257K,-0.9%,6.0%,3.232777267,0.402036339,-0.068687793,682255,-9.9%,-5.6%,1,0.341196486,-0.024131922,0.024124629,,470286,-8.9%,-2.5%,30,0.138065515,-0.000299447,0.000505445,-1,11,0.253217752,-0.003307825,0.023271525
 National,October 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2016,10/31/2016,U.S.,1400,Value,2344364,-0.037053075,-0.075846648,0.978802128,-0.1%,0.4%,502638,-9.0%,1.2%,1746324,-4.6%,-9.5%,49,3,-4,141,-0.025548384,0.063834727,260669,-0.026476478,0.064688186,136,0.001085728,0.072723988,$251K,-0.6%,8.0%,3.474310936,0.158031719,-0.411377315,539693,-11.8%,-4.9%,1,0.318686109,-0.004197355,0.019894916,,397277,-4.7%,3.6%,30,0.131385706,-0.003747625,-0.013293843,-1,11,0.216170413,-0.008053854,0.018662536
 National,May 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2017,5/31/2017,U.S.,1400,Value,2363473,0.063288688,-0.061715913,0.986998517,0.2%,0.3%,631410,22.1%,6.7%,1645405,3.7%,-10.2%,37,-4,-5,150,0.007471764,0.059418205,287642,0.001706285,0.056545695,144,0.019092240,0.068804814,$269K,2.3%,6.6%,2.605920258,-0.462152157,-0.490029756,803472,10.4%,5.9%,1,0.430038100,-0.019660443,0.029600406,,574565,15.3%,9.0%,30,0.120713462,0.013194671,-0.004018174,-1,11,0.278850326,0.013776517,0.020966537
 National,September 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2017,9/30/2017,U.S.,1400,Value,2266057,-0.045160262,-0.069218034,0.982966865,-0.2%,0.3%,535338,-14.9%,-3.0%,1676769,-1.2%,-8.4%,42,4,-4,153,0.035057904,0.056760134,283290,0.038189561,0.058005584,146,-0.001509597,0.070467381,$268K,-0.8%,6.3%,3.132167001,0.435258939,-0.184112216,591395,-13.1%,-3.3%,1,0.340066184,-0.014930556,0.017182720,,426735,-16.5%,2.4%,30,0.137527575,-0.006946026,0.002394245,-1,11,0.243235099,-0.013727942,0.019010831
 National,October 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2017,10/31/2017,U.S.,1400,Value,2233336,-0.014439551,-0.047359860,0.981726814,-0.1%,0.3%,526858,-1.6%,4.8%,1606239,-4.2%,-8.0%,44,1,-6,150,-0.018240863,0.064684895,274672,-0.030422206,0.053717448,146,-0.000381541,0.068898421,$268K,-0.2%,6.7%,3.048710595,-0.083456407,-0.425600342,576146,-2.6%,6.8%,1,0.347825690,0.007759506,0.029139581,,440313,3.2%,10.8%,30,0.141337467,0.003809892,0.009951762,-1,11,0.231498440,-0.011736659,0.015328027
 National,February 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,2/1/2019,2/28/2019,U.S.,1400,Value,1949693,0.013683197,0.062352818,0.977686805,0.3%,-0.3%,374990,11.6%,-0.8%,1439784,1.3%,8.5%,59,1,5,162,0.012192743,0.028432615,309464,0.035531205,0.038173361,149,0.003824909,0.032645418,$275K,1.2%,2.9%,3.839521185,-0.389409485,0.327723058,545662,2.4%,-3.9%,1,0.423257108,0.058376994,-0.056805700,,334185,8.7%,-4.9%,30,0.123842343,-0.016476061,0.019369667,-1,11,0.193420645,0.014701385,-0.033329167
 National,October 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2019,10/31/2019,U.S.,1400,Value,2237079,-0.010518350,-0.026713814,0.981627879,-0.1%,0.1%,543858,2.1%,2.9%,1598498,-3.2%,-4.8%,44,2,0,163,-0.014182993,0.027163409,298779,-0.019764876,0.033079736,159,0.009466120,0.042051233,$293K,0.6%,5.9%,2.939178086,-0.161074276,-0.237576841,604733,-2.5%,-0.1%,1,0.331578561,-0.015206099,0.016748261,,453355,2.8%,3.5%,30,0.177986147,-0.035002457,-0.007203558,-1,11,0.220572779,-0.005414484,-0.000773683
 National,September 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2012,9/30/2012,U.S.,1400,Value,2479901,-0.041917792,-0.139113779,0.969948351,0.0%,1.1%,392397,-19.2%,4.6%,2010080,-1.9%,-16.3%,72,2,-18,107,0.022581666,0.043400647,195515,0.022065335,0.063609483,103,-0.009261618,0.071509350,$187K,-1.8%,8.5%,5.122555559,0.902587722,-1.280398316,478355,-10.7%,0.4%,1,0.295777207,0.010312135,0.069485713,,263101,-15.8%,19.2%,30,0.058637613,-0.003900344,-0.017395482,-1,11,0.204637013,0.001592354,0.039955729
 National,November 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,11/1/2013,11/30/2013,U.S.,1400,Value,2343897,-0.061410308,0.025938570,0.972270541,-0.2%,0.3%,384211,-14.2%,-3.6%,1863258,-5.1%,2.2%,64,4,-9,114,-0.028056934,0.103894475,207826,-0.030724956,0.112399948,114,-0.005779762,0.102861481,$208K,-1.0%,9.7%,4.849567047,0.462942167,0.273220043,404909,-25.1%,5.1%,1,0.255572184,-0.014594612,-0.013505407,,275629,-14.8%,12.6%,30,0.067466164,-0.012583161,0.018577049,-1,11,0.199707082,-0.010241554,-0.002724625
 National,February 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,2/1/2016,2/29/2016,U.S.,1400,Value,2164357,0.040579178,-0.032038536,0.973454969,0.1%,0.3%,365754,7.0%,8.8%,1639331,2.2%,-6.4%,68,3,-8,138,0.024352663,0.055608959,262763,0.037877677,0.064318765,124,-0.008724606,0.062881749,$227K,-0.3%,5.8%,4.482058895,-0.210237401,-0.726874306,584717,17.4%,11.4%,1,0.424217064,0.078760056,0.026487207,,324178,22.2%,15.7%,30,0.138248520,0.029762094,0.053627974,-1,11,0.196070066,0.011416549,0.015810321
 National,January 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,1/1/2017,1/31/2017,U.S.,1400,Value,1908015,-0.010527567,-0.082665162,0.975452242,-0.1%,0.3%,361174,-27.5%,5.6%,1415212,-0.8%,-11.8%,59,4,-6,143,0.067914494,0.061825121,266624,0.088424476,0.053128853,135,-0.008126687,0.079819476,$247K,-2.8%,8.1%,3.918361333,1.052729864,-0.773934962,506535,52.7%,1.7%,1,0.379092375,0.094565891,0.033635368,,299027,1.5%,12.7%,30,0.106098567,0.024649761,-0.002387859,-1,11,0.196758643,-0.005191239,0.012105126
 National,October 2018,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2018,10/31/2018,U.S.,1400,Value,2298480,0.010093734,0.029169257,0.980747417,-0.2%,-0.1%,528733,5.9%,0.4%,1679657,-1.8%,4.6%,43,4,0,158,-0.017849124,0.055613150,289212,-0.031053463,0.052937790,152,0.006250207,0.044390369,$277K,-0.4%,3.4%,3.176754927,-0.250816901,0.128044332,605352,0.4%,5.1%,1,0.314830301,-0.024285400,-0.032995389,,437823,5.4%,-0.6%,30,0.185189705,0.015714894,0.043852237,-1,11,0.221346462,-0.012656974,-0.010151978
 National,January 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,1/1/2019,1/31/2019,U.S.,1400,Value,1923375,0.020825660,0.074665779,0.975013082,-0.2%,-0.3%,336063,-24.5%,-8.3%,1421187,1.1%,10.5%,58,6,4,160,0.077513375,0.044262140,298846,0.103690579,0.041074301,149,-0.004125950,0.036180212,$272K,-1.9%,3.2%,4.228930670,1.068978793,0.718252430,532930,67.8%,5.1%,1,0.364880113,0.094486572,-0.033326776,,307506,5.2%,-4.5%,30,0.140318404,0.040363917,0.032053021,-1,11,0.178719260,-0.012562929,-0.030244819
 National,September 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2019,9/30/2019,U.S.,1400,Value,2260860,-0.030556181,-0.006439100,0.982603358,-0.2%,0.0%,532688,-15.2%,6.7%,1651469,-0.5%,-3.5%,41,3,2,165,0.032329969,0.023343516,304804,0.033537329,0.021182580,157,-0.002494115,0.038731512,$292K,-1.4%,4.9%,3.100252361,0.456150243,-0.327319466,620265,-7.8%,2.8%,1,0.346784661,-0.005125860,0.007668960,,441151,-12.4%,6.2%,30,0.212988603,0.040521943,0.043513793,-1,11,0.225987263,-0.012195622,-0.008016173
 National,December 2019,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,12/1/2019,12/31/2019,U.S.,1400,Value,1769735,-0.124834976,-0.060718247,0.979616533,-0.1%,0.2%,511937,6.5%,15.0%,1260286,-13.7%,-10.4%,51,5,-1,156,-0.025589856,0.048366771,283306,-0.026568053,0.046298172,158,0.000326600,0.060024609,$295K,0.4%,6.4%,2.461798233,-0.575283364,-0.698153644,320437,-26.8%,0.9%,1,0.267976927,-0.037597604,-0.002416615,,319356,-16.1%,9.2%,30,0.101090013,-0.037226308,0.001135526,-1,11,0.199550865,-0.013677985,0.008268676
 National,June 2012,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,6/1/2012,6/30/2012,U.S.,1400,Value,2678305,-0.008758026,-0.141202064,0.970521614,0.2%,1.0%,487959,5.1%,10.1%,2145658,-0.8%,-17.2%,68,-4,-15,108,-0.005325623,0.014639198,199542,-0.008092960,0.029671992,104,0.027237088,0.056245464,$194K,4.4%,7.7%,4.397208984,-0.262255525,-1.448584175,576263,-5.5%,-2.8%,1,0.291932566,-0.014603003,0.062091738,,322922,-4.0%,16.6%,30,0.060273590,0.001044797,-0.021053855,-1,11,0.201334310,0.002200828,0.035720911
 National,January 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,1/1/2013,1/31/2013,U.S.,1400,Value,2115415,0.010335097,-0.145270075,0.968091903,-0.1%,1.2%,311458,-20.4%,12.9%,1680276,0.8%,-18.3%,79,3,-17,109,0.084343933,0.065404082,198297,0.100410200,0.079228043,100,-0.048503704,0.107546777,$180K,-6.8%,13.1%,5.394869648,1.133805860,-2.055430327,487995,64.3%,2.1%,1,0.334960205,0.065591740,0.067704518,,229580,10.5%,21.4%,30,0.060403801,0.016634218,-0.005885985,-1,11,0.207382787,0.000627830,0.036004063
 National,August 2013,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,8/1/2013,8/31/2013,U.S.,1400,Value,2555797,-0.002699261,-0.012596219,0.978331382,-0.2%,0.8%,537397,-2.0%,10.7%,1984408,0.0%,-3.1%,54,1,-16,117,-0.011458721,0.118696228,215869,-0.027313690,0.128463620,117,0.007734351,0.129005025,$217K,-1.3%,14.0%,3.692629407,0.076144168,-0.527338430,611111,-5.7%,14.1%,1,0.289185203,-0.020077114,0.003720130,,378387,-4.9%,21.1%,30,0.067461550,0.002561915,0.004923593,-1,11,0.232021184,-0.011743334,0.028976525
 National,October 2014,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,10/1/2014,10/31/2014,U.S.,1400,Value,2610238,-0.012681150,0.045243197,0.971295832,-0.1%,-0.3%,480451,2.2%,7.3%,2030677,-2.9%,3.4%,61,5,1,125,-0.003053854,0.063481895,229393,-0.013524606,0.069863314,120,0.003703054,0.042953065,$219K,-0.4%,4.4%,4.226598587,-0.222146955,-0.160026293,556617,-3.4%,3.0%,1,0.268830871,-0.007476228,-0.001335926,,342037,-0.1%,5.7%,30,0.118289380,0.012719441,0.038240055,-1,11,0.178363559,-0.005314171,-0.031585077
 National,April 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,4/1/2015,4/30/2015,U.S.,1400,Value,2563955,0.060001759,0.026354954,0.978288822,0.3%,0.3%,496899,8.2%,11.9%,1925430,6.3%,1.9%,55,-12,-4,133,0.007654298,0.053919542,255222,0.011759405,0.058244989,124,0.029302687,0.060732285,$231K,2.6%,7.4%,3.874891952,-0.067466351,-0.379136170,793086,12.7%,10.6%,1,0.407736881,-0.002408160,0.043137015,,457719,15.8%,9.7%,30,0.108921824,0.009856741,0.021166795,-1,11,0.223743053,0.023748151,0.012261002
 National,May 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,5/1/2015,5/31/2015,U.S.,1400,Value,2661565,0.038069771,0.027446696,0.980393899,0.2%,0.3%,545672,9.8%,7.5%,2011729,4.5%,2.5%,48,-7,-4,133,0.004231143,0.047124454,256240,0.003988754,0.046510912,127,0.017871578,0.061974515,$239K,3.4%,7.8%,3.686695880,-0.188196072,-0.182273975,777215,-2.0%,4.8%,1,0.380648130,-0.027088751,0.031802574,,482373,5.4%,6.7%,30,0.118731657,0.009809832,0.019211801,-1,11,0.231742182,0.007999129,0.015872641
 National,August 2016,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,8/1/2016,8/31/2016,U.S.,1400,Value,2518706,-0.001423721,-0.056239632,0.981750690,-0.2%,0.3%,614179,5.0%,8.9%,1850571,-2.1%,-8.9%,44,2,-3,140,-0.005476364,0.069703465,259282,-0.016866868,0.077906305,137,0.001614470,0.065941103,$256K,-0.5%,6.6%,3.013078067,-0.219699199,-0.589371279,658024,-3.6%,2.4%,1,0.331825905,-0.009370581,0.020585156,,480109,2.1%,8.6%,30,0.140434488,0.002368974,0.003635786,-1,11,0.238144826,-0.015072926,0.019946837
 National,August 2017,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,8/1/2017,8/31/2017,U.S.,1400,Value,2373232,0.001863858,-0.057757366,0.984705811,-0.2%,0.3%,629131,6.2%,2.4%,1696710,-1.1%,-8.3%,39,3,-5,147,-0.001610704,0.056458385,272869,-0.010717410,0.052403756,146,0.003400561,0.068943574,$271K,-1.0%,5.9%,2.696908062,-0.200762403,-0.316170005,680383,-1.2%,3.4%,1,0.354996740,-0.013272704,0.023170834,,510965,0.5%,6.4%,30,0.144473602,0.007020130,0.004039113,-1,11,0.256963040,-0.016603252,0.018818214
 National,January 2018,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,1/1/2018,1/31/2018,U.S.,1400,Value,1789742,-0.003055879,-0.061987144,0.978396213,-0.2%,0.3%,366414,-26.7%,1.5%,1286362,-1.0%,-9.1%,54,3,-6,154,0.067457245,0.075213057,287055,0.090900928,0.076630127,143,-0.012180088,0.063946732,$264K,-2.7%,6.9%,3.510678241,0.910363102,-0.407683092,507038,54.6%,0.1%,1,0.398206890,0.089040109,0.019114514,,321841,3.7%,7.6%,30,0.108265383,0.028745642,0.002166816,-1,11,0.208964079,-0.003741694,0.012205436
 National,March 2014,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,3/1/2014,3/31/2014,U.S.,1400,Value,2353857,0.082269555,0.035057412,0.972369659,0.2%,-0.1%,392509,26.2%,-6.5%,1820559,4.1%,3.6%,71,-7,0,125,0.013346114,0.075623475,237124,0.027644343,0.092506366,114,0.028454924,0.087331441,$210K,4.2%,8.5%,4.638250419,-0.986897178,0.451387220,641551,30.7%,5.9%,1,0.388284849,0.018646979,-0.006836528,,332653,40.5%,1.1%,30,0.068123115,0.008695112,0.020165102,-1,11,0.199315133,0.008276594,-0.024380670
 National,April 2014,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,4/1/2014,4/30/2014,U.S.,1400,Value,2498118,0.061286797,0.039700330,0.975508714,0.3%,-0.2%,444227,13.2%,-3.4%,1889755,3.8%,2.5%,59,-11,-1,126,0.009039220,0.059241197,241175,0.017083721,0.065824534,117,0.028784194,0.081887227,$215K,2.6%,8.0%,4.254028122,-0.384222298,0.247685678,717268,11.8%,4.3%,1,0.364599866,-0.023684983,-0.018387895,,417413,25.5%,7.4%,30,0.087755030,0.019631915,0.035648716,-1,11,0.211482051,0.012166918,-0.026531537
 National,September 2015,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2015,9/30/2015,U.S.,1400,Value,2602317,-0.024910501,-0.015677006,0.976958016,-0.2%,0.4%,525632,-6.8%,11.8%,2002245,-1.5%,-4.2%,50,4,-6,134,0.025865593,0.064645044,249038,0.035321082,0.070957012,127,-0.008667293,0.061674282,$234K,-2.6%,6.3%,3.809216132,0.206766786,-0.639529410,603165,-6.1%,4.7%,1,0.306405925,-0.004834825,0.030098826,,396150,-10.4%,15.7%,30,0.142514685,0.005715983,0.036944746,-1,11,0.205594171,-0.012603818,0.021916441
 National,March 2018,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,3/1/2018,3/31/2018,U.S.,1400,Value,2037801,0.110361493,-0.067412841,0.984933722,0.4%,0.4%,520689,37.8%,-2.5%,1385696,4.4%,-9.0%,45,-9,-5,157,-0.005860111,0.055477201,303585,0.018449633,0.052595702,149,0.028959208,0.075000563,$277K,3.4%,7.7%,2.661272118,-0.850526009,-0.190332716,733488,29.2%,-4.3%,1,0.486163913,0.006101104,0.021666057,,490672,39.6%,1.8%,30,0.116582491,0.012109815,0.006863466,-1,11,0.256039705,0.029289893,0.019691972
 National,September 2018,All Residential,National,False,US,National,9/13/2020 2:44:56 PM,,,9/1/2018,9/30/2018,U.S.,1400,Value,2275512,-0.034994604,0.004172663,0.982783681,-0.2%,0.0%,499189,-22.0%,-6.8%,1711008,1.2%,2.0%,39,3,-3,161,0.034405022,0.055192109,298481,0.041459536,0.053623767,151,-0.011496074,0.037507256,$278K,-2.2%,3.6%,3.427571827,0.786103449,0.295404826,603147,-15.1%,2.0%,1,0.339115701,-0.017655568,-0.000950483,,415332,-19.0%,-2.7%,30,0.169474810,-0.002710228,0.031947235,-1,11,0.234003436,-0.019999595,-0.009231663
